UniqueID,include,Site,Region,SID,SpecID,ACE_file,NAU_ACE#,FractionModern,plus/minus,D14C(%0),plus/minus,14Cage(BP),plus/minus,14C_notes,cal age (95% CI) (cal. BP),,med_cal_age,tempID,SpecStatus,Fragmentation,Taxon1,Taxon2,PicIDtop,PickIDback,SamDepth,Long,Lat,Depth,Temp,Salinity,Year,Month,Day,WgSpec,Status,ApicPl,Petals,TubAbr1,TubAbr2,TubAbr3,SurfAbr1,SurfAbr2,SurfAbr3,PoreAbr1,PoreAbr2,PoreAbr3,Frag1,Frag2,Frag3,Frag4,Encrust,Dh,Key
547,0,CB-4,Carrabelle,CB-4-4,69,29C240605CHS,8047.1.1,0.9296,0.0093,-70.4,9.3,586.2,79.8,,,,,21,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0899,Selected,,,,,,,,,,,,,,,,,,
548,0,CB-4,Carrabelle,CB-4-4,70,,,,,,,,,,,,,22,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
549,0,CB-4,Carrabelle,CB-4-4,71,29C240605CHS,8048.1.1,1.014,0.0106,14,10.6,-111.4,83.5,,,,,23,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0815,Selected,,,,,,,,,,,,,,,,,,
550,0,CB-4,Carrabelle,CB-4-4,72,,,,,,,,,,,,,24,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
551,0,CB-4,Carrabelle,CB-4-4,69,,,,,,,,,,,,,25,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
552,0,CB-4,Carrabelle,CB-4-4,70,29C240605CHS,8049.1.1,0.8447,0.0089,-155.3,8.9,1355.3,84.2,,,,,26,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0176,Selected,,,,,,,,,,,,,,,,,,
553,0,CB-4,Carrabelle,CB-4-4,71,29C240605CHS,8050.1.1,1.0688,0.0111,68.8,11.1,-534.6,83.2,,,,,27,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0375,Selected,,,,,,,,,,,,,,,,,,
554,0,CB-4,Carrabelle,CB-4-4,72,,,,,,,,,,,,,28,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
555,0,CB-4,Carrabelle,CB-4-4,69,,,,,,,,,,,,,29,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
556,0,CB-4,Carrabelle,CB-4-4,70,,,,,,,,,,,,,30,dead,complete,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
557,0,CB-4,Carrabelle,CB-4-5,70,29C240605CHS,8051.1.1,0.8578,0.0085,-142.2,8.5,1232.3,78.8,,,,,1,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.5582,Selected,,,,,,,,,,,,,,,,,,
558,0,CB-4,Carrabelle,CB-4-5,71,29C240605CHS,8052.1.1,0.921,0.0099,-79,9.9,661.3,85.7,,,,,2,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0275,Selected,,,,,,,,,,,,,,,,,,
559,0,CB-4,Carrabelle,CB-4-5,72,,,,,,,,,,,,,3,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
560,0,CB-4,Carrabelle,CB-4-5,73,29C240605CHS,8053.1.1,1.0468,0.0107,46.8,10.7,-367,81.8,,,,,4,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0082,Selected,,,,,,,,,,,,,,,,,,
561,0,CB-4,Carrabelle,CB-4-5,74,,,,,,,,,,,,,5,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
562,0,CB-4,Carrabelle,CB-4-5,75,29C240605CHS,8054.1.1,0.9288,0.0095,-71.2,9.5,593.5,82,,,,,6,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0151,Selected,,,,,,,,,,,,,,,,,,
563,0,CB-4,Carrabelle,CB-4-5,76,29C240605CHS,8055.1.1,0.4636,0.0066,-536.4,6.6,6175.4,112.8,,,,,7,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0098,Selected,,,,,,,,,,,,,,,,,,
564,0,CB-4,Carrabelle,CB-4-5,77,29C240605CHS,8056.1.1,1.0258,0.0101,25.8,10.1,-204.8,78.2,,,,,8,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.008,Selected,,,,,,,,,,,,,,,,,,
565,0,CB-4,Carrabelle,CB-4-5,78,29C240605CHS,8057.1.2,0.5705,0.0754,-429.5,75.4,4508.1,1055.4,no appreciable gas - not trustworthy,,,,9,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0042,Selected,,,,,,,,,,,,,,,,,,
566,0,CB-4,Carrabelle,CB-4-5,79,29C240605CHS,8058.1.1,0.9414,0.0089,-58.6,8.9,485.3,75.6,,,,,10,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0061,Selected,,,,,,,,,,,,,,,,,,
567,0,CB-4,Carrabelle,CB-4-5,80,29C240605CHS,8059.1.1,0.5326,0.0064,-467.4,6.4,5060.5,95.2,,,,,11,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0162,Selected,,,,,,,,,,,,,,,,,,
568,0,CB-4,Carrabelle,CB-4-5,81,,,,,,,,,,,,,12,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
569,0,CB-4,Carrabelle,CB-4-5,82,,,,,,,,,,,,,13,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
570,0,CB-4,Carrabelle,CB-4-5,83,,,,,,,,,,,,,14,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
571,0,CB-4,Carrabelle,CB-4-5,84,29C240605CHS,8060.1.1,0.9202,0.0095,-79.8,9.5,667.9,82.5,,,,,15,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0057,Selected,,,,,,,,,,,,,,,,,,
572,0,CB-4,Carrabelle,CB-4-5,85,29C240605CHS,8061.1.1,0.5022,0.0062,-497.8,6.2,5533.3,98.9,,,,,16,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0061,Selected,,,,,,,,,,,,,,,,,,
573,0,CB-4,Carrabelle,CB-4-5,86,29C240605CHS,8062.1.1,0.937,0.0094,-63,9.4,522.6,79.8,,,,,17,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0051,Selected,,,,,,,,,,,,,,,,,,
574,0,CB-4,Carrabelle,CB-4-5,87,,,,,,,,,,,,,18,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
575,0,CB-4,Carrabelle,CB-4-5,88,29C240605CHS,8063.1.1,0.5254,0.0061,-474.6,6.1,5169.8,93.1,,,,,19,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0044,Selected,,,,,,,,,,,,,,,,,,
576,0,CB-4,Carrabelle,CB-4-5,89,,,,,,,,,,,,,20,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
577,0,CB-4,Carrabelle,CB-4-5,90,29C240605CHS,8064.1.1,0.5293,0.0061,-470.7,6.1,5110.7,92.4,,,,,21,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0056,Selected,,,,,,,,,,,,,,,,,,
578,0,CB-4,Carrabelle,CB-4-5,91,,,,,,,,,,,,,22,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
579,0,CB-4,Carrabelle,CB-4-5,92,,,,,,,,,,,,,23,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
580,0,CB-4,Carrabelle,CB-4-5,93,,,,,,,,,,,,,24,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
581,0,CB-4,Carrabelle,CB-4-5,94,,,,,,,,,,,,,25,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
582,0,CB-4,Carrabelle,CB-4-5,95,,,,,,,,,,,,,26,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
583,0,CB-4,Carrabelle,CB-4-5,96,29C240605CHS,8065.1.1,0.5362,0.0061,-463.8,6.1,5006.3,90.8,,,,,27,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0031,Selected,,,,,,,,,,,,,,,,,,
584,0,CB-4,Carrabelle,CB-4-5,97,,,,,,,,,,,,,28,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
585,0,CB-4,Carrabelle,CB-4-5,98,,,,,,,,,,,,,29,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
586,0,CB-4,Carrabelle,CB-4-5,99,,,,,,,,,,,,,30,dead,complete,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
587,0,CB-4,Carrabelle,CB-4-1,37,29C240605CHS,8066.1.1,0.5451,0.0064,-454.9,6.4,4874.6,93.4,,,,,1,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0071,Selected,,,,,,,,,,,,,,,,,,
588,0,CB-4,Carrabelle,CB-4-1,38,,,,,,,,,,,,,2,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
589,0,CB-4,Carrabelle,CB-4-1,39,,,,,,,,,,,,,3,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
590,0,CB-4,Carrabelle,CB-4-1,40,,,,,,,,,,,,,4,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
591,0,CB-4,Carrabelle,CB-4-1,41,29C240605CHS,8067.1.1,0.537,0.0064,-463,6.4,4995,94.4,,,,,5,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0022,Selected,,,,,,,,,,,,,,,,,,
592,0,CB-4,Carrabelle,CB-4-1,42,29C240605CHS,8068.1.1,0.4711,0.0057,-528.9,5.7,6046.1,96.8,,,,,6,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0027,Selected,,,,,,,,,,,,,,,,,,
593,0,CB-4,Carrabelle,CB-4-1,43,29C240605CHS,8069.1.1,0.8031,0.008,-196.9,8,1761.6,79.5,,,,,7,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0032,Selected,,,,,,,,,,,,,,,,,,
594,0,CB-4,Carrabelle,CB-4-1,44,29C240605CHS,8070.1.1,0.5183,0.0062,-481.7,6.2,5278.7,95.9,,,,,8,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0022,Selected,,,,,,,,,,,,,,,,,,
595,0,CB-4,Carrabelle,CB-4-1,45,,,,,,,,,,,,,9,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
596,0,CB-4,Carrabelle,CB-4-1,46,,,,,,,,,,,,,10,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
597,0,CB-4,Carrabelle,CB-4-2,44,,,,,,,,,,,,,11,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
598,0,CB-4,Carrabelle,CB-4-2,45,,,,,,,,,,,,,12,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
599,0,CB-4,Carrabelle,CB-4-2,46,29C240605CHS,8071.1.1,0.5426,0.0064,-457.4,6.4,4911.6,93.6,,,,,13,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0027,Selected,,,,,,,,,,,,,,,,,,
600,0,CB-4,Carrabelle,CB-4-2,47,,,,,,,,,,,,,14,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
601,0,CB-4,Carrabelle,CB-4-2,48,,,,,,,,,,,,,15,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
602,0,CB-4,Carrabelle,CB-4-2,49,29C240605CHS,8072.1.1,0.8765,0.0087,-123.5,8.7,1059.3,79.3,,,,,16,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0017,Selected,,,,,,,,,,,,,,,,,,
603,0,CB-4,Carrabelle,CB-4-2,50,29C240605CHS,8073.1.1,0.5297,0.0066,-470.3,6.6,5105.2,99,,,,,17,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0015,Selected,,,,,,,,,,,,,,,,,,
604,0,CB-4,Carrabelle,CB-4-2,51,,,,,,,,,,,,,18,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
605,0,CB-4,Carrabelle,CB-4-4,70,29C240605CHS,8074.1.2,0.9079,0.0088,-92.1,8.8,775.8,77.5,,,,,19,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.4676,Selected,,,,,,,,,,,,,,,,,,
606,0,CB-4,Carrabelle,CB-4-4,71,29C240605CHS,8075.1.1,0.5445,0.0061,-455.5,6.1,4882.5,89.9,,,,,20,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0142,Selected,,,,,,,,,,,,,,,,,,
607,0,CB-4,Carrabelle,CB-4-4,72,,,,,,,,,,,,,21,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
608,0,CB-4,Carrabelle,CB-4-4,73,29C240605CHS,8076.1.1,0.5041,0.006,-495.9,6,5502.9,95,,,,,22,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0057,Selected,,,,,,,,,,,,,,,,,,
609,0,CB-4,Carrabelle,CB-4-4,74,29C240605CHS,8077.1.1,0.5258,0.0064,-474.2,6.4,5163.8,97.1,,,,,23,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0046,Selected,,,,,,,,,,,,,,,,,,
610,0,CB-4,Carrabelle,CB-4-4,75,,,,,,,,,,,,,24,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
611,0,CB-4,Carrabelle,CB-4-4,76,,,,,,,,,,,,,25,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
612,0,CB-4,Carrabelle,CB-4-4,77,29C240605CHS,8078.1.1,0.9277,0.009,-72.3,9,602.6,77.7,,,,,26,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0034,Selected,,,,,,,,,,,,,,,,,,
613,0,CB-4,Carrabelle,CB-4-4,78,,,,,,,,,,,,,27,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
614,0,CB-4,Carrabelle,CB-4-4,79,29C240605CHS,8079.1.1,0.8136,0.0081,-186.4,8.1,1657.5,79.5,,,,,28,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0024,Selected,,,,,,,,,,,,,,,,,,
615,0,CB-4,Carrabelle,CB-4-4,80,,,,,,,,,,,,,29,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
616,0,CB-4,Carrabelle,CB-4-4,81,29C240605CHS,8080.1.1,0.9055,0.0087,-94.5,8.7,797.4,77.1,,,,,30,dead,fragment,m,Venerid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0029,Selected,,,,,,,,,,,,,,,,,,
617,0,CB-4,Carrabelle,CB-4-5,100,,,,,,,,,,,,,1,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
618,0,CB-4,Carrabelle,CB-4-5,101,,,,,,,,,,,,,2,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
619,0,CB-4,Carrabelle,CB-4-5,102,,,,,,,,,,,,,3,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
620,0,CB-4,Carrabelle,CB-4-5,103,,,,,,,,,,,,,4,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
621,0,CB-4,Carrabelle,CB-4-5,104,,,,,,,,,,,,,5,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
622,0,CB-4,Carrabelle,CB-4-5,105,29C240516CHS,7726.1.1,0.9508,0.0099,-49.2,9.9,405.1,83.9,,,,,6,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0113,Selected,,,,,,,,,,,,,,,,,,
623,0,CB-4,Carrabelle,CB-4-5,106,29C240516CHS,7727.1.1,0.5124,0.0062,-487.6,6.2,5370.6,97.5,,,,,7,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0055,Selected,,,,,,,,,,,,,,,,,,
624,0,CB-4,Carrabelle,CB-4-5,107,29C240516CHS,7728.1.1,1.073,0.0104,73,10.4,-566.1,78.3,,,,,8,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0111,Selected,,,,,,,,,,,,,,,,,,
625,0,CB-4,Carrabelle,CB-4-5,108,,,,,,,,,,,,,9,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
626,0,CB-4,Carrabelle,CB-4-5,109,,,,,,,,,,,,,10,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
627,0,CB-4,Carrabelle,CB-4-5,110,,,,,,,,,,,,,11,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
628,0,CB-4,Carrabelle,CB-4-5,111,,,,,,,,,,,,,12,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
629,0,CB-4,Carrabelle,CB-4-5,112,29C240516CHS,7729.1.1,0.8807,0.0092,-119.3,9.2,1020.9,84.5,,,,,13,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0125,Selected,,,,,,,,,,,,,,,,,,
630,0,CB-4,Carrabelle,CB-4-5,113,29C240516CHS,7730.1.1,1.1926,0.011,192.6,11,-1415.2,74.5,,,,,14,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0124,Selected,,,,,,,,,,,,,,,,,,
631,0,CB-4,Carrabelle,CB-4-5,114,29C240516CHS,7731.1.1,0.5106,0.0061,-489.4,6.1,5399.3,96.4,,,,,15,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0101,Selected,,,,,,,,,,,,,,,,,,
632,0,CB-4,Carrabelle,CB-4-5,115,29C240516CHS,7732.1.1,0.9065,0.0091,-93.5,9.1,788.5,81.2,,,,,16,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0069,Selected,,,,,,,,,,,,,,,,,,
633,0,CB-4,Carrabelle,CB-4-5,116,29C240516CHS,7733.1.1,0.7488,0.0079,-251.2,7.9,2323.6,85.2,,,,,17,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0048,Selected,,,,,,,,,,,,,,,,,,
634,0,CB-4,Carrabelle,CB-4-5,117,29C240516CHS,7734.1.1,0.8594,0.0088,-140.6,8.8,1216.7,82.9,,,,,18,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0075,Selected,,,,,,,,,,,,,,,,,,
635,0,CB-4,Carrabelle,CB-4-5,118,29C240516CHS,7735.1.1,0.5268,0.0062,-473.2,6.2,5148.2,95.4,,,,,19,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0086,Selected,,,,,,,,,,,,,,,,,,
636,0,CB-4,Carrabelle,CB-4-5,119,29C240516CHS,7736.1.1,0.514,0.0061,-486,6.1,5346,95.5,,,,,20,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0026,Selected,,,,,,,,,,,,,,,,,,
637,0,CB-4,Carrabelle,CB-4-5,120,,,,,,,,,,,,,21,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
638,0,CB-4,Carrabelle,CB-4-5,121,29C240516CHS,7737.1.1,0.515,0.0063,-485,6.3,5330.1,98.7,,,,,22,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0052,Selected,,,,,,,,,,,,,,,,,,
639,0,CB-4,Carrabelle,CB-4-5,122,29C240516CHS,7738.1.1,0.9187,0.0092,-81.3,9.2,681.2,80.7,,,,,23,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0027,Selected,,,,,,,,,,,,,,,,,,
640,0,CB-4,Carrabelle,CB-4-5,123,,,,,,,,,,,,,24,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
641,0,CB-4,Carrabelle,CB-4-5,124,,,,,,,,,,,,,25,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
642,0,CB-4,Carrabelle,CB-4-5,125,,,,,,,,,,,,,26,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
643,0,CB-4,Carrabelle,CB-4-5,126,29C240516CHS,7739.1.1,0.4059,0.0056,-594.1,5.6,7242.8,110.9,,,,,27,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0055,Selected,,,,,,,,,,,,,,,,,,
644,0,CB-4,Carrabelle,CB-4-5,127,29C240516CHS,7740.1.1,0.5201,0.0062,-479.9,6.2,5251.7,95.5,,,,,28,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0078,Selected,,,,,,,,,,,,,,,,,,
645,0,CB-4,Carrabelle,CB-4-5,128,,,,,,,,,,,,,29,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
646,0,CB-4,Carrabelle,CB-4-5,129,,,,,,,,,,,,,30,dead,fragment,m,Venerid,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
647,0,CB-4,Carrabelle,CB-4-1,47,,,,,,,,,,,,,1,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
648,0,CB-4,Carrabelle,CB-4-1,48,29C240621CHS,8359.1.1,0.6019,0.0078,-398.1,7.8,4078,106.4,,,,,2,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0019,Selected,,,,,,,,,,,,,,,,,,
649,0,CB-4,Carrabelle,CB-4-1,49,29C240621CHS,8360.1.1,0.9375,0.0102,-62.5,10.2,518.6,88.2,,,,,3,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0018,Selected,,,,,,,,,,,,,,,,,,
650,0,CB-4,Carrabelle,CB-4-1,50,,,,,,,,,,,,,4,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
651,0,CB-4,Carrabelle,CB-4-1,51,,,,,,,,,,,,,5,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
652,0,CB-4,Carrabelle,CB-4-1,52,29C240605CHS,8081.1.1,0.9512,0.0092,-48.8,9.2,401.8,77.4,,,,,6,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.002,Selected (Replacement),,,,,,,,,,,,,,,,,,
653,0,CB-4,Carrabelle,CB-4-1,53,,,,,,,,,,,,,7,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
